"Vaccination.Coverage.Percentage....","Denominator","Race.Sort.Order","Visual.Figure.Number","Week_Ending_Date","Race.and.Ethnicity","Vaccination.Coverage.Status","Pregnancy.Status.at.Vaccination","Pregnancy.Vaccination.Order"
54.3033250555862,33258.9539695554,4.71202609152533,1.8631492650602,"07/24/2021","Asian, NH","Fully Vaccinated","Any","NULL"
46.5071843705373,69815.5988229273,2.31178196752444,1.46896873624064,"09/11/2021","Asian, NH","Fully Vaccinated","Any","2"
36.3523728008615,58227.9046033113,3.86309903953224,1.5828570977319,"07/03/2021","Asian, NH","Fully Vaccinated","Any","NULL"
79.4862626730697,64447.0025684601,5.57824313896708,1.49855996808037,"05/20/2023","Black, NH","Fully Vaccinated","Before Pregnancy","2"
32.8774953902699,6161.61893139104,4.5421002516523,1.66730785742402,"03/06/2021","Other, NH","Fully Vaccinated","Any","NULL"
26.0280070465989,4119.88424390531,5.22177535365336,1.68787326244637,"05/15/2021","White, NH","Fully Vaccinated","Any","NULL"
15.4092647301033,17001.1749183959,5.59971207077615,1.10732992505655,"09/24/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
15.5471086981706,6153.35634493805,2.47317337221466,1.11220926861279,"03/19/2022","Hispanic/Latino","Fully Vaccinated","Any","2"
43.5284472787287,13005.6860761272,4.2532633212395,1.93278017593548,"08/27/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
22.8427330447594,52038.351658632,1.70883095148019,1.42187587521039,"09/25/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
19.527807502239,23646.4616359756,5.26765840966254,1.56331148534082,"04/29/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
60.8961878436618,86559.9932902087,4.33003308041953,1.95624218787998,"04/03/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
4.30402555649634,28471.9853619088,4.66663339664228,1.19592107273638,"01/16/2021","White, NH","Fully Vaccinated","Any","2"
63.2870337988716,53387.1287349549,2.57370174652897,1.2237464452628,"03/12/2022","Other, NH","Fully Vaccinated","Before Pregnancy","NULL"
31.7755440525245,69682.5875448443,4.33858970087022,1.62135697645135,"09/10/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
36.9276430129772,19784.1779298484,3.31943355756812,1.83456663764082,"06/04/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
74.1319045532495,88830.5143566888,4.25141465640627,1.80796837480739,"12/03/2022","Hispanic/Latino","Fully Vaccinated","Any","2"
82.9728185380809,48072.0901362074,4.92887604073621,1.15107345278375,"12/31/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
25.5123082085978,27396.6109580705,5.50852100388147,1.08322866517119,"11/27/2021","Other, NH","Fully Vaccinated","During Pregnancy","NULL"
86.7877628717339,34050.2411330771,3.63703774078749,1.77893062215298,"07/02/2022","Black, NH","Fully Vaccinated","Any","2"
65.7740168726072,19855.9326686813,1.79054524190724,1.95449625281617,"10/09/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
61.9796699050348,63237.1456368431,2.34809376555495,1.61840143078007,"05/13/2023","Hispanic/Latino","Fully Vaccinated","Any","NULL"
4.77180803236552,18772.4492905769,1.67270107218064,1.43721630284563,"04/03/2021","Other, NH","Fully Vaccinated","Any","NULL"
35.6883781580022,21855.0841191409,2.18778777658008,1.66442147921771,"05/01/2021","Asian, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
43.1494378004456,38159.4099857197,4.61528311041184,1.86889241216704,"04/01/2023","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
50.5908697106643,22348.0334722388,4.13562716124579,1.50262145348825,"02/06/2021","All Races/Ethnicity","Fully Vaccinated","Any","2"
63.053022016352,44910.7214179861,3.26182246347889,1.52880302700214,"03/26/2022","Other, NH","Fully Vaccinated","Any","NULL"
82.6862235193374,66086.7555893718,4.1715348677244,1.77074353815988,"03/26/2022","White, NH","Fully Vaccinated","Any","NULL"
55.8371158316033,73427.656169337,3.64748439774849,1.3697849935852,"04/15/2023","Asian, NH","Fully Vaccinated","Any","3"
38.6864622404566,87461.0825681761,2.65053192875348,1.94050269783475,"01/01/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
48.9498571596807,41698.0052013053,4.8536868034862,1.03325877268799,"09/18/2021","All Races/Ethnicity","Fully Vaccinated","Any","2"
5.28060751939192,100625.261426214,4.17494584363885,1.33827749593183,"05/14/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
23.5553741923068,5544.09495361266,4.87181842001155,1.13562854845077,"07/10/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
35.8628213837044,65966.1598071253,1.89424581965432,1.3371247688774,"01/15/2022","Black, NH","Fully Vaccinated","Any","2"
17.8563497222727,50818.3455857069,2.98201136896387,1.4835123019293,"01/14/2023","Other, NH","Fully Vaccinated","Before Pregnancy","1"
75.1230589236366,39738.1206379908,5.81357932905667,1.7571567571722,"02/26/2022","White, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
13.8057162208948,93456.7819103929,2.88656809623353,1.79612299380824,"01/09/2021","Other, NH","Fully Vaccinated","Any","NULL"
72.5486943449126,11343.6551876818,1.38777474896051,1.41645862068981,"12/10/2022","All Races/Ethnicity","Fully Vaccinated","Any","3"
49.3784019368933,93545.160019214,3.64667554525658,1.02993982331827,"03/13/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
59.8072830735706,22787.7946589522,5.74861996830441,1.9383520053234,"10/09/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
15.5043739976361,25520.5797583675,5.28056527045555,1.91550263715908,"06/25/2022","Other, NH","Fully Vaccinated","Any","3"
57.1648989920737,92144.5177469489,3.74718071916141,1.61211355123669,"01/15/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
28.1618381335633,9820.25328947464,4.32476770854555,1.91909208055586,"12/31/2022","Other, NH","Fully Vaccinated","Any","3"
65.4272574807052,27539.5444552156,3.50224068295211,1.62625902309082,"05/08/2021","Black, NH","Fully Vaccinated","Any","NULL"
36.0242661670782,104714.986189976,5.62036080425605,1.1264536564704,"03/05/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
87.5328839256428,72666.8504894085,1.45963976765051,1.14264163793996,"10/09/2021","Other, NH","Fully Vaccinated","Any","NULL"
87.3560728666373,47959.1208044034,3.48476678738371,1.68164386041462,"06/03/2023","Hispanic/Latino","Fully Vaccinated","Any","1"
65.6212392732734,42036.7747774653,4.91112047014758,1.92302481713705,"06/12/2021","White, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
23.2266722047236,50575.0724943099,5.34923437074758,1.15065242908895,"12/03/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","1"
20.0274504995439,85254.718682735,5.5077616465278,1.88484684517607,"01/23/2021","Other, NH","Fully Vaccinated","Any","NULL"
53.5520223466912,71116.3751128397,5.05691243940964,1.45018262113445,"01/01/2022","Hispanic/Latino","Fully Vaccinated","Before Pregnancy","NULL"
24.1571853218134,51065.7069987373,1.7686481368728,1.04666999261826,"06/19/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
47.9556570175337,9048.75737695349,4.64879363914952,1.82346804463305,"01/15/2022","Black, NH","Fully Vaccinated","Any","NULL"
70.9118379172403,27773.5108902887,4.79751466563903,1.966285669012,"03/20/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
15.1758911915822,27370.5720451071,4.30409743706696,1.80739578930661,"02/12/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
36.517246045894,27107.3059045058,5.54017543117516,1.29625272634439,"02/18/2023","Asian, NH","Fully Vaccinated","Any","NULL"
42.5833378701936,9910.67296375148,2.9489193323534,1.19789207098074,"06/26/2021","Asian, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
78.390044661588,54233.1773039473,5.78489172412083,1.20167292584665,"01/21/2023","Hispanic/Latino","Fully Vaccinated","Any","3"
83.5914284127764,28478.6899022106,3.2829318465665,1.34951268648729,"07/24/2021","Other, NH","Fully Vaccinated","Any","NULL"
79.6425736048026,80809.5296774288,1.97504297271371,1.2240848634392,"09/10/2022","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","1"
60.8790718792006,59341.8652697678,3.95359616517089,1.16449171002023,"04/23/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
85.8000782343093,100139.261975763,1.77699346700683,1.09272995102219,"08/27/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
46.6349739509867,12399.2430097992,3.597480394179,1.6328998929821,"01/08/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
52.0596676232759,100120.499269871,3.06419845460914,1.78478834335692,"07/03/2021","Other, NH","Fully Vaccinated","Any","2"
30.3707078935113,77166.4823699926,5.13608475122601,1.05948929814622,"03/20/2021","Hispanic/Latino","Fully Vaccinated","Any","NULL"
31.3634142162977,97486.14675509,3.81547940103337,1.08429965469986,"02/25/2023","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","3"
1.80819433992729,66115.3942244626,3.28237740928307,1.00427772384137,"03/27/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
45.4040180207463,20013.2288697485,1.9617431263905,1.142220714828,"07/10/2021","All Races/Ethnicity","Fully Vaccinated","Any","2"
78.6552202521125,22250.1795227411,3.35973417409696,1.92919370369054,"05/07/2022","White, NH","Fully Vaccinated","During Pregnancy","NULL"
0.568960790592246,77958.9564311954,2.16250122198835,1.16188482311554,"07/24/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","3"
6.50675829669926,63640.1216940496,2.57039855374023,1.9885011499282,"12/11/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
14.8282736172667,35437.3920316491,5.33426022646017,1.70422325958498,"06/05/2021","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
69.5611669069156,82296.6970181842,3.22493653534912,1.32454255479388,"03/18/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
66.3871428149287,37861.820682141,3.16964209452271,1.32808523345739,"09/11/2021","White, NH","Fully Vaccinated","Any","NULL"
87.7603699013824,90734.0314719798,3.3629404057283,1.77670207573101,"06/11/2022","White, NH","Fully Vaccinated","Any","NULL"
42.1224556283327,62724.2201103126,5.16700856178068,1.49860312812962,"02/12/2022","Other, NH","Fully Vaccinated","Before and During Pregnancy","3"
6.71692155199125,45947.1501905937,1.05170553922653,1.49700684985146,"02/05/2022","White, NH","Fully Vaccinated","Any","NULL"
58.5882766259601,98561.9769706805,2.54564737225883,1.26637484016828,"02/06/2021","Other, NH","Fully Vaccinated","Any","NULL"
68.5009632064495,50729.27936255,1.43076485744677,1.92980143497698,"01/15/2022","All Races/Ethnicity","Fully Vaccinated","Any","3"
12.3806791147683,13740.3570399047,5.11503546521999,1.67754578310996,"07/31/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
35.8115888943896,51009.2797270508,3.35553606878966,1.71025983220898,"09/10/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
20.3161752268905,103805.752621872,3.66167962807231,1.28179407468997,"05/14/2022","Hispanic/Latino","Fully Vaccinated","Any","2"
5.23365801586769,97818.8524777286,2.97697714553215,1.58069194294512,"02/13/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
35.7491097540362,47950.1587266899,3.27218584739603,1.95425680442713,"10/23/2021","Black, NH","Fully Vaccinated","Any","NULL"
5.8630254882155,92163.6991473755,1.57450473541394,1.03599854838103,"12/19/2020","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
20.3975448926445,34202.7543327415,1.15545421396382,1.51023594220169,"01/01/2022","White, NH","Fully Vaccinated","Before Pregnancy","NULL"
4.93300855185371,84859.8158809911,1.11605439358391,1.86058595543727,"06/12/2021","Other, NH","Fully Vaccinated","Any","NULL"
60.5264681721339,85118.1899676248,1.38759672665037,1.277492366964,"10/08/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
26.8860829704674,43015.648943647,2.80765547673218,1.36284907977097,"06/05/2021","Hispanic/Latino","Fully Vaccinated","Before and During Pregnancy","NULL"
9.09515888211317,42472.4493727859,4.80704362527467,1.91651750309393,"03/18/2023","Black, NH","Fully Vaccinated","Any","1"
6.4929399787914,69339.8440088471,4.71640820871107,1.08023537439294,"03/12/2022","White, NH","Fully Vaccinated","Any","NULL"
79.5037833612179,91343.8851744533,1.48846101737581,1.51272463728674,"04/01/2023","Black, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
68.1085404072655,70471.5492649341,5.80952708749101,1.42003784608096,"12/18/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
73.7395116510568,56188.4779620431,1.71602214244194,1.15804946655408,"08/21/2021","Other, NH","Fully Vaccinated","Before and During Pregnancy","NULL"
88.6872757425299,18772.8164097194,3.42330870591104,1.44955799099989,"09/11/2021","Black, NH","Fully Vaccinated","Any","NULL"
9.35504794029985,66005.9561479089,3.82455495093018,1.16962073650211,"12/31/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
8.94347719042562,7899.18020448578,5.66152795241214,1.85524720861576,"04/30/2022","Hispanic/Latino","Fully Vaccinated","Any","3"
72.1344944889424,54359.4470904248,5.1001238534227,1.68813317106105,"05/15/2021","Other, NH","Fully Vaccinated","Any","NULL"
70.8471465677256,78908.1974531442,3.66541519784369,1.12152523640543,"02/06/2021","Other, NH","Fully Vaccinated","Any","1"
0.851520430343226,80373.2436435053,2.92234490183182,1.11911601130851,"03/19/2022","All Races/Ethnicity","Fully Vaccinated","Any","1"
70.3496492156759,10049.8797595587,3.72994156111963,1.2885438776575,"02/13/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
65.863975868281,48671.2183376213,4.98363967426121,1.94023559708148,"05/07/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
56.9009063090198,54594.8783045677,4.1367168109864,1.93164036958478,"03/06/2021","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","3"
43.42624794601,31137.4773731721,1.51978500327095,1.18292850884609,"06/05/2021","Other, NH","Fully Vaccinated","Any","2"
14.1443076790776,64584.4599724619,1.95996254822239,1.91287374100648,"11/13/2021","White, NH","Fully Vaccinated","Any","1"
0.74186144086998,78534.5345167564,5.21055216807872,1.06645783153363,"06/04/2022","Black, NH","Fully Vaccinated","Before Pregnancy","3"
40.8569929985795,76268.5076674044,3.39688306231983,1.87762876972556,"05/08/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
44.4540875856997,15485.8644787311,4.8863029400818,1.05881052440964,"04/01/2023","All Races/Ethnicity","Fully Vaccinated","Any","2"
35.1797161719063,62173.7038257869,5.09089567488991,1.95169587340206,"03/11/2023","Other, NH","Fully Vaccinated","Any","NULL"
41.9593345530331,84876.0381669758,2.48466969956644,1.16006940789521,"01/08/2022","All Races/Ethnicity","Fully Vaccinated","Any","1"
64.4090937646804,27226.4306740758,2.13354969653301,1.5808353566099,"10/01/2022","Hispanic/Latino","Fully Vaccinated","Any","3"
4.99376394774299,77416.5981839241,4.10178946587257,1.71141669014469,"12/17/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
32.0369137055939,88936.9235166265,2.86937786405906,1.28032251819968,"11/26/2022","Other, NH","Fully Vaccinated","Any","NULL"
72.4939482442802,15724.6476667507,5.42986209061928,1.02663167822175,"04/01/2023","Hispanic/Latino","Fully Vaccinated","Any","2"
75.4645079833455,101247.191426251,1.62765803886577,1.71062245243229,"02/05/2022","Asian, NH","Fully Vaccinated","Any","NULL"
21.4687712690094,79748.6869248461,1.78998295357451,1.31274681887589,"04/03/2021","All Races/Ethnicity","Fully Vaccinated","Any","1"
31.9649450667668,86174.7380496003,4.1923126289621,1.85513705620542,"04/09/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
77.376753440313,22960.4343259663,1.93065280932933,1.47181930672377,"07/17/2021","Other, NH","Fully Vaccinated","Any","1"
77.0948326542741,6270.59557883581,4.32254339824431,1.9921028285753,"07/24/2021","Black, NH","Fully Vaccinated","Any","NULL"
26.719359623082,91559.173566917,3.56012927275151,1.07786394609138,"01/15/2022","White, NH","Fully Vaccinated","Any","1"
13.2784637095174,97198.5911170326,4.70809920248576,1.02470813761465,"05/29/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
63.5704831369221,17637.3915391706,2.68256514822133,1.57516850624233,"01/08/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
9.37374394603539,52251.1520598507,1.55634224787354,1.60766398208216,"08/06/2022","Other, NH","Fully Vaccinated","Any","NULL"
3.04561790185981,50756.0177667739,3.01144812162966,1.00436520925723,"12/17/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
90.2462288734736,74904.4824305819,3.71349370130338,1.74369999393821,"12/17/2022","Hispanic/Latino","Fully Vaccinated","Any","1"
3.14919480888639,10302.459365068,4.70130643597804,1.04677672032267,"11/26/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
30.5567329235142,78249.7382807066,1.86285040481016,1.47822910523973,"03/12/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
82.6302576761227,43932.4399658851,3.93242713436484,1.93855504575185,"04/22/2023","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","2"
55.7363448476186,50606.00111475,3.49923271127045,1.05963769042864,"04/29/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","3"
25.8515669878107,77461.7498802363,5.681792834308,1.95364090171643,"12/10/2022","Asian, NH","Fully Vaccinated","Before and During Pregnancy","2"
66.6231054917676,51472.7994643603,5.55151555128396,1.77080510440283,"08/20/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
75.3151041186182,105377.541387174,1.76453304616734,1.8515494002495,"05/07/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
28.3786514720879,89742.4176624119,2.53648752602749,1.21796460123733,"05/27/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
44.4787592683453,87937.6753164707,4.4914708416909,1.99447274766862,"09/11/2021","All Races/Ethnicity","Fully Vaccinated","Any","3"
62.9728510895977,81161.6326065366,4.81607620627619,1.69352306029759,"09/10/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
57.9240505652502,15039.3287599264,3.54934827331454,1.28713312605396,"05/21/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
58.1462392230285,89034.02158798,2.13363586016931,1.81794243329205,"05/06/2023","Black, NH","Fully Vaccinated","Before Pregnancy","3"
88.3001624555793,86476.1695066018,1.82930712029338,1.95942445914261,"05/01/2021","Other, NH","Fully Vaccinated","During Pregnancy","NULL"
37.4506007017102,104551.769958679,2.58068575314246,1.90042150276713,"08/13/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","1"
10.7822516321903,8545.37031158991,1.22470543161035,1.12683936930262,"08/20/2022","Other, NH","Fully Vaccinated","Any","1"
47.5004783100681,79649.2626990031,4.34784206701443,1.05963276606053,"01/21/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","3"
20.3241235796129,46312.6971843489,4.73138586641289,1.81841292907484,"05/20/2023","Black, NH","Fully Vaccinated","Any","NULL"
43.9229822940426,62888.6665901151,2.24266681261361,1.86031637550332,"06/03/2023","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
33.4303963034414,88194.8968021113,3.33476611087099,1.04519963054918,"02/18/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
88.7965213251533,5004.40433448879,1.22143663372844,1.22453051176853,"04/02/2022","All Races/Ethnicity","Fully Vaccinated","Any","1"
35.0652160984464,4799.90396876726,1.49132950138301,1.70481793489307,"03/04/2023","All Races/Ethnicity","Fully Vaccinated","Any","1"
20.7008090819232,105064.176555226,5.48547262116335,1.09869566210546,"01/16/2021","Black, NH","Fully Vaccinated","Before Pregnancy","NULL"
56.2837684301427,81573.4424192256,4.07574241538532,1.01589107490145,"10/30/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
12.3295797953149,35659.3391011865,4.20355000090785,1.90563084417954,"04/15/2023","Black, NH","Fully Vaccinated","Any","NULL"
87.3624953374732,86288.9835642432,3.30501060490496,1.04903346952051,"01/21/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
46.5109842529055,104532.12511448,2.39865726465359,1.87415620498359,"07/30/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
14.7252507296624,24064.1258008559,5.72475123009644,1.12057028990239,"09/24/2022","Black, NH","Fully Vaccinated","Any","NULL"
56.1577772525372,69392.9429848816,1.11535862227902,1.40416412404738,"06/12/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
89.0316611198941,48169.226652086,1.88656363077462,1.22992298309691,"05/29/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
60.3900680269115,99117.338995609,5.85714063630439,1.77623540931381,"09/18/2021","White, NH","Fully Vaccinated","Any","NULL"
37.8281054909108,104204.748485635,4.9986887818668,1.57632516603917,"11/13/2021","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
29.1980528834509,50079.8749897631,5.99825507053174,1.19480475550517,"10/22/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
75.4235553915845,27103.3706025111,2.30371726350859,1.42475736048073,"05/29/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
12.9866790398257,74427.1120457745,3.91091329185292,1.43997539603151,"10/08/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","2"
17.4112800033297,60291.6160490541,1.36147083039396,1.90884645469487,"02/27/2021","Other, NH","Fully Vaccinated","Any","NULL"
80.9755030424567,63149.9023999739,5.01141850161366,1.46266450220719,"04/23/2022","Asian, NH","Fully Vaccinated","Any","3"
27.8231957537821,47770.2273041401,5.40282682538964,1.93159784423187,"05/01/2021","White, NH","Fully Vaccinated","Any","NULL"
32.8060390790692,47011.1941965013,5.44814769551158,1.38945489260368,"01/29/2022","Black, NH","Fully Vaccinated","Any","NULL"
70.7903670301661,64386.1806040357,1.05663503427058,1.80526344710961,"05/28/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
17.4620947967749,49648.8604539516,2.20700283092447,1.76855571987107,"04/29/2023","White, NH","Fully Vaccinated","Any","2"
1.60425281252246,101008.804842571,4.03634448791854,1.3409072898794,"02/19/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
36.716690325737,89589.1651996539,2.81360282469541,1.93789343861863,"11/12/2022","White, NH","Fully Vaccinated","Any","NULL"
43.6300405350979,26304.6209821778,4.54604329681024,1.50383127992973,"07/09/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
38.092599001131,46399.9038491452,1.21036480320618,1.32427730807103,"05/15/2021","All Races/Ethnicity","Fully Vaccinated","Any","2"
30.9556347917765,46380.8428545061,4.28585515380837,1.44264544453472,"06/11/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
78.2434433139162,5743.48762523755,2.15344721009023,1.4869734775275,"01/08/2022","All Races/Ethnicity","Fully Vaccinated","Before Pregnancy","NULL"
41.096257001278,42356.2228511099,2.36488686315715,1.84160264069214,"09/17/2022","Hispanic/Latino","Fully Vaccinated","Any","NULL"
48.1989680889063,46621.6475798534,4.66581888869405,1.94915941148065,"08/20/2022","Asian, NH","Fully Vaccinated","Any","3"
87.0350528710289,23113.9818303077,1.89128100429662,1.47036981233396,"02/11/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
69.9456162499962,75428.8155522184,2.92817134317011,1.37106198375113,"07/16/2022","Hispanic/Latino","Fully Vaccinated","During Pregnancy","NULL"
18.8615342755336,5003.37085937918,4.42177280341275,1.22590851527639,"07/31/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
27.8834509952925,78062.7449639062,3.07595523796044,1.00460662622936,"04/15/2023","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
87.7122232567286,47677.8804499058,3.71080919425003,1.70943735772744,"08/20/2022","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
52.8164784428431,78066.5102282788,3.27594940108247,1.69636834273115,"06/26/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
68.7023733711569,5046.2361019291,1.63532219151966,1.01469495147467,"03/26/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
33.6556583172642,8239.84949007025,1.15592123032548,1.18768269196153,"11/27/2021","White, NH","Fully Vaccinated","Before and During Pregnancy","2"
69.4582101837499,46221.1651075466,1.82826601923443,1.53685403359123,"01/07/2023","All Races/Ethnicity","Fully Vaccinated","During Pregnancy","NULL"
48.5522496293066,69169.2683767152,4.99440355831757,1.15900917956606,"11/20/2021","Asian, NH","Fully Vaccinated","Any","2"
82.5337891046656,26001.7875799143,1.71194018702954,1.24600998777896,"10/15/2022","Asian, NH","Fully Vaccinated","Any","NULL"
16.7322687030304,88470.6286155281,1.37220420897938,1.92231499240734,"04/09/2022","All Races/Ethnicity","Fully Vaccinated","Any","1"
25.4843230899191,74353.6177514358,1.14287003781646,1.36310460767709,"05/07/2022","Black, NH","Fully Vaccinated","Any","1"
8.57510591105092,95156.9734696609,3.08695951616392,1.99281737883575,"06/03/2023","Asian, NH","Fully Vaccinated","Any","NULL"
19.0069832434645,45796.2468020883,5.270140187582,1.7257246428635,"06/19/2021","Black, NH","Fully Vaccinated","Any","NULL"
88.232039364567,45466.8677870727,2.65244470234029,1.14922046824358,"01/23/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
26.7560864370083,29078.2759063386,3.22218257840723,1.59190202481113,"04/08/2023","Asian, NH","Fully Vaccinated","Any","3"
65.556267329352,41676.1108072435,3.0674161799252,1.84873548895121,"02/04/2023","Black, NH","Fully Vaccinated","During Pregnancy","1"
70.9476114334306,27233.4482931274,2.75875392043963,1.73399445717223,"01/30/2021","Black, NH","Fully Vaccinated","Any","NULL"
9.51922247456387,98463.2705576874,5.63925139745697,1.46249585878104,"12/24/2022","Other, NH","Fully Vaccinated","Any","NULL"
21.6353950018063,52118.4197297429,5.65027278172784,1.51108688791282,"04/15/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
24.4302019764902,8479.24963924172,2.40131579944864,1.55638395482674,"12/04/2021","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","NULL"
9.1255820142338,82371.6879706839,4.64654974779114,1.20079564861953,"10/09/2021","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
10.6476198666729,37334.4130176797,2.08392449794337,1.88919094158337,"05/06/2023","All Races/Ethnicity","Fully Vaccinated","Any","3"
89.5086609937716,59909.2718316782,5.70123888691887,1.15438399394043,"10/08/2022","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
89.0407030465314,72476.7715135796,1.32149486592971,1.58459956105798,"03/18/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
12.3771926672431,31859.361621537,5.94334456976503,1.48093697498553,"09/25/2021","Asian, NH","Fully Vaccinated","Before and During Pregnancy","1"
81.7494552242104,9007.65520222066,2.05104240123183,1.19728321465664,"01/28/2023","All Races/Ethnicity","Fully Vaccinated","Any","NULL"
52.0400559328264,46968.7980624845,2.59266216563992,1.97842447133735,"03/05/2022","All Races/Ethnicity","Fully Vaccinated","Any","2"
35.7090319751529,65736.4513520768,1.6088494323194,1.31903146370314,"12/24/2022","Hispanic/Latino","Fully Vaccinated","Any","3"
40.617164316983,102987.510323709,3.92107123066671,1.04478869610466,"01/07/2023","White, NH","Fully Vaccinated","During Pregnancy","NULL"
63.7971216738224,102351.682438234,4.29171705758199,1.75368609069847,"06/18/2022","All Races/Ethnicity","Fully Vaccinated","Before and During Pregnancy","1"
